STCTNAME,FIELD_NAME,API_CRUDE,SRC,CRN,SU100,POUR_POINT,CAR_CR_WT,LT_GAS_VOL,GAS_NP_VOL,RESDUM_VOL,TIPO_CRUDO,CLASE_AZUFRE
OKLAHOMA,JOINER CITY,36.8,0.65,0.068,51.0,5.0,1.1,5.9,28.8,29.4,Liviano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,JOINER CITY,37.0,0.6,0.101,43.0,5.0,1.7,10.2,30.2,32.2,Liviano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,"HOOVER, SOUTHEAST",37.2,0.36,0.117,44.0,5.0,1.8,10.0,29.8,27.8,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"HOOVER, SOUTHEAST",37.4,0.39,0.12,42.0,5.0,1.7,10.0,30.8,28.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,VERMILION (BLOCK 14),48.3,0.02,0.0,32.0,5.0,0.0,7.4,41.3,8.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,VERMILION (BLOCK 14),40.9,0.05,0.006,37.0,20.0,0.0,8.5,33.2,17.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,VERMILION (BLOCK 14),49.4,0.0,0.0,32.0,5.0,0.0,9.3,49.7,11.8,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"LAWRIE, WEST",43.8,0.13,0.044,35.0,5.0,0.6,13.9,40.8,16.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,LIVE OAK,52.0,0.0,0.001,32.0,5.0,0.0,18.7,67.8,6.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,LIVE OAK,53.7,0.02,0.007,32.0,5.0,0.0,19.8,49.9,6.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"THORNWELL, SOUTH",57.7,0.0,0.0,32.0,5.0,0.0,19.7,84.9,4.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BAYOU HENRY,35.0,0.14,0.043,49.0,5.0,2.0,4.8,23.6,23.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BAYOU HENRY,31.7,0.15,0.06,145.0,10.0,1.8,8.7,15.2,31.1,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,COQUILLE BAY,30.2,0.18,0.059,66.0,5.0,1.3,1.0,11.5,28.8,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,MAIN PASS (BLOCK 41),35.2,0.16,0.025,45.0,15.0,0.5,2.1,15.8,18.7,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"DELTA, WEST (BLOCK 27)",33.0,0.22,0.056,51.0,35.0,2.4,3.2,19.0,25.5,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"DELTA, WEST (BLOCK 27)",28.9,0.38,0.095,68.0,5.0,3.3,2.7,14.1,36.7,Mediano,Dulce (sweet) < 0.5%S
LIBYA,NAFOORA,30.6,1.01,0.129,69.0,55.0,3.5,2.7,15.3,33.8,Mediano,Agrio (sour) ≥ 0.5%S
LIBYA,NAFOORA,39.2,0.49,0.08,42.0,35.0,2.0,9.0,31.3,24.3,Liviano,Dulce (sweet) < 0.5%S
LIBYA,NAFOORA,35.6,1.04,0.102,46.0,25.0,2.7,9.1,28.2,26.2,Liviano,Agrio (sour) ≥ 0.5%S
LIBYA,NAFOORA,34.4,0.94,0.112,51.0,30.0,3.0,6.6,24.7,28.8,Liviano,Agrio (sour) ≥ 0.5%S
LIBYA,NAFOORA,33.4,0.14,0.083,122.0,70.0,3.2,2.4,15.1,42.2,Liviano,Dulce (sweet) < 0.5%S
LIBYA,NAFOORA,33.6,0.13,0.07,122.0,70.0,2.9,2.6,15.4,42.5,Liviano,Dulce (sweet) < 0.5%S
LIBYA,NAFOORA,33.8,0.09,0.064,121.0,70.0,2.4,2.6,16.0,40.1,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,SHIP SHOAL (BLOCK 113),26.6,0.43,0.064,93.0,5.0,2.7,1.6,11.7,35.1,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,VERMILION (BLOCK 16),42.8,0.07,0.006,35.0,15.0,0.0,6.8,29.1,11.4,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BELLE ISLE,35.2,0.13,0.017,41.0,5.0,0.9,3.9,19.9,20.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BELLE ISLE,32.8,0.16,0.022,56.0,55.0,0.7,1.8,8.9,28.1,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BELLE ISLE,31.5,0.13,0.025,60.0,30.0,1.1,1.4,9.3,27.7,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BELLE ISLE,27.3,0.19,0.045,69.0,5.0,1.6,0.0,6.8,35.7,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,"CAMERON, EAST (BLOCK 64)",35.8,0.13,0.012,48.0,30.0,0.3,1.9,8.7,20.8,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BAYOU PENCHANT,51.6,0.02,0.0,30.0,5.0,0.0,14.9,53.4,7.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"MARSH ISLAND, SOUTH (BLOCK 23)",34.6,0.11,0.013,46.0,25.0,0.5,2.1,13.1,16.1,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,SHIP SHOAL (BLOCK 107),35.8,0.12,0.009,42.0,5.0,0.5,0.8,11.1,9.1,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"DOVER, SOUTHEAST",38.8,0.14,0.048,43.0,5.0,0.8,9.7,32.7,26.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BAYOU BOUILLION,25.7,0.24,0.091,102.0,5.0,1.7,0.9,8.8,49.3,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,BAYOU BOUILLION,24.2,0.26,0.101,94.0,5.0,3.0,0.0,5.6,49.2,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,WELSH,36.4,0.13,0.023,44.0,30.0,0.9,2.8,17.2,17.2,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,SWEET LAKE,28.2,0.13,0.015,61.0,5.0,0.5,0.0,2.7,19.0,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,SWEET LAKE,28.4,0.13,0.015,62.0,5.0,0.3,0.0,4.7,20.5,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,SWEET LAKE,32.3,0.11,0.017,48.0,5.0,0.5,0.0,9.8,17.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"WHITE LAKE, WEST",38.2,0.08,0.005,39.0,5.0,0.1,2.0,15.9,4.5,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BLACK BAYOU,40.4,0.08,0.009,30.0,15.0,0.2,8.9,36.8,7.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BLACK BAYOU,33.4,0.1,0.015,38.0,5.0,0.3,6.0,27.5,12.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"MARSH ISLAND, SOUTH (BLOCK 73)",33.6,0.2,0.025,48.0,5.0,0.3,3.2,24.0,21.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"MARSH ISLAND, SOUTH (BLOCK 73)",38.8,0.15,0.015,35.0,5.0,0.6,4.3,31.9,14.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRIFFIN,40.9,0.24,0.042,38.0,5.0,1.1,12.5,37.6,18.3,Liviano,Dulce (sweet) < 0.5%S
MICHIGAN,DEEP RIVER,41.9,2.27,0.014,38.0,5.0,1.0,12.2,34.8,19.2,Liviano,Agrio (sour) ≥ 0.5%S
LOUISIANA,"WHITE LAKE, WEST",36.8,0.12,0.003,44.0,50.0,0.1,1.4,8.2,5.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"WHITE LAKE, WEST",38.4,0.08,0.007,38.0,5.0,0.2,2.0,16.1,6.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BAYOU PIGEON,46.9,0.04,0.005,29.0,5.0,0.2,3.0,51.6,3.8,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BAYOU SORREL,35.2,0.1,0.02,38.0,5.0,0.7,1.6,22.7,11.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 100),39.6,0.08,0.01,38.0,15.0,0.9,1.9,23.7,11.7,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"CAMERON, WEST (BLOCK 192)",38.4,0.07,0.007,38.0,15.0,0.1,2.5,13.8,7.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"CAMERON, WEST (BLOCK 192)",37.8,0.08,0.008,47.0,10.0,0.1,0.8,11.7,8.2,Liviano,Dulce (sweet) < 0.5%S
WYOMING,RECLUSE,42.1,0.08,0.031,36.0,60.0,0.6,12.5,37.4,17.9,Liviano,Dulce (sweet) < 0.5%S
MICHIGAN,DEEP RIVER,41.9,2.5,0.014,38.0,5.0,1.0,11.2,33.4,18.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"WARD-ESTES, NORTH",34.8,1.19,0.077,44.0,5.0,1.9,9.4,31.1,22.6,Liviano,Agrio (sour) ≥ 0.5%S
LOUISIANA,LAKE WASHINGTON,28.6,0.35,0.109,71.0,5.0,2.5,5.6,20.0,31.4,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,BURBANK,38.6,0.2,0.049,43.0,5.0,0.9,6.5,28.2,26.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PANHANDLE,41.3,0.43,0.05,43.0,50.0,1.5,12.5,35.6,24.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PANHANDLE,40.9,0.25,0.055,46.0,55.0,2.3,13.6,33.7,26.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PANHANDLE,43.2,0.23,0.043,31.0,15.0,1.5,14.3,37.7,23.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PANHANDLE,38.6,0.47,0.057,67.0,20.0,2.4,10.0,27.1,33.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"DILLARD, WEST",41.9,0.12,0.033,34.0,5.0,0.6,13.1,41.0,16.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"DILLARD, SOUTHEAST",45.8,0.1,0.026,33.0,5.0,0.4,17.1,45.6,13.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"DILLARD, SOUTHWEST",47.6,0.1,0.02,32.0,5.0,0.4,18.5,46.3,11.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TIPPETT,39.2,0.73,0.066,39.0,5.0,1.8,11.4,33.7,22.8,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"TIPPETT, WEST",37.8,0.31,0.071,41.0,5.0,1.3,7.2,32.0,24.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TIPPETT,35.2,1.42,0.129,50.0,20.0,3.8,8.3,25.7,32.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"AMACKER-TIPPETT, SOUTHEAST",38.4,0.08,0.046,43.0,5.0,0.6,7.3,28.2,25.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LAKE PASTURE (FS-550),40.2,0.1,0.015,30.0,5.0,0.3,15.8,49.7,4.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LAKE PASTURE,37.4,0.11,0.01,33.0,5.0,0.3,7.6,32.7,3.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TOM O'CONNOR,33.4,0.15,0.025,33.0,5.0,0.7,7.4,30.5,10.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"KELSEY (DEEP, ZONE 22-A NORTH)",41.5,0.04,0.007,33.0,20.0,0.2,5.4,28.9,4.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,ALAZAN,40.2,0.06,0.008,35.0,5.0,0.4,7.2,32.7,7.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"KELSEY (DEEP, ZONE 17-B NORTH)",42.1,0.06,0.011,30.0,10.0,0.2,11.2,42.0,5.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"KELSEY, SOUTH (ZONE 19-B SOUTH)",46.9,0.02,0.007,30.0,25.0,0.4,13.3,47.6,4.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"STRATTON (BERTRAM, EAST)",44.7,0.04,0.005,30.0,20.0,0.2,9.2,43.0,4.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"KELSEY (DEEP, ZONE 18-B NORTH)",39.0,0.05,0.011,33.0,5.0,0.3,8.2,35.7,6.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SUN NORTH,46.9,0.01,0.002,32.0,5.0,0.1,11.5,51.6,4.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SEELIGSON,42.1,0.05,0.005,33.0,20.0,0.2,8.5,35.9,8.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"WHITE POINT, EAST",37.4,0.07,0.012,31.0,5.0,0.3,7.3,38.2,8.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SEELIGSON,57.4,0.01,0.001,28.0,5.0,0.0,26.6,75.2,5.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,STRATTON,41.5,0.05,0.01,31.0,20.0,0.5,7.2,38.4,9.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GARCIA,45.4,0.02,0.005,29.0,20.0,0.1,10.0,43.6,4.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BIG CAESAR,41.3,0.04,0.007,31.0,20.0,0.4,8.5,33.7,6.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"BIG CAESAR, SOUTH",41.7,0.05,0.007,31.0,20.0,0.3,7.4,32.2,7.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,INEZ,46.5,0.03,0.006,33.0,35.0,0.2,12.1,41.7,15.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"TRIPLE ""N""",30.0,2.47,0.103,48.0,20.0,4.2,9.0,29.4,28.6,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"TRIPLE ""N""",36.2,0.16,0.101,43.0,15.0,1.7,8.7,28.4,26.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"HARPER, SOUTHEAST",46.9,0.1,0.006,33.0,5.0,0.3,11.8,40.3,12.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CONCHO BLUFF,31.0,1.36,0.092,59.0,20.0,0.6,5.7,25.1,30.8,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,HOWARD-GLASSCOCK,26.4,2.32,0.112,60.0,20.0,3.8,9.8,27.0,33.2,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"DOLLARHIDE, EAST",39.4,0.22,0.05,40.0,5.0,0.9,10.9,36.1,23.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"CORDONA LAKE, NORTH",39.2,0.23,0.045,37.0,5.0,0.8,9.4,38.9,17.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"WARD, SOUTH",35.6,0.18,0.069,39.0,5.0,0.8,4.5,26.4,28.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LEA,39.8,0.49,0.045,37.0,5.0,1.1,10.4,35.5,22.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BLOCK 31,28.7,1.52,0.099,78.0,25.0,2.9,3.5,16.0,37.2,Mediano,Agrio (sour) ≥ 0.5%S
MISSISSIPPI,BAY SPRINGS,47.8,0.37,0.01,32.0,5.0,0.9,16.8,46.5,11.3,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,BEVERLY HILLS,20.0,2.45,0.612,454.0,10.0,5.5,2.0,13.9,53.0,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,CHEVIOT HILLS,27.7,0.87,0.427,638.0,30.0,2.3,4.2,16.7,33.4,Mediano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,"MT. VERNON, SOUTHWEST",39.8,0.29,0.094,36.0,5.0,1.8,10.4,37.1,21.3,Liviano,Dulce (sweet) < 0.5%S
KANSAS,NOVINGER,40.9,0.1,0.036,42.0,5.0,0.5,11.1,29.3,32.9,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,SAWTELLE (SOUTH POOL),26.2,1.53,0.501,92.0,45.0,3.4,5.6,23.4,40.2,Mediano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,SAWTELLE (NORTH POOL),24.5,2.44,0.548,143.0,30.0,3.0,7.1,22.3,44.4,Mediano,Agrio (sour) ≥ 0.5%S
KANSAS,BARRY,34.2,0.55,0.152,50.0,5.0,3.0,9.0,29.3,31.3,Liviano,Agrio (sour) ≥ 0.5%S
KANSAS,BARRY,35.2,0.5,0.16,49.0,5.0,2.0,9.5,29.8,31.0,Liviano,Agrio (sour) ≥ 0.5%S
KANSAS,BARRY,28.0,0.67,0.185,100.0,5.0,2.7,4.8,19.3,42.5,Mediano,Agrio (sour) ≥ 0.5%S
LOUISIANA,DOG LAKE,36.0,0.24,0.028,42.0,5.0,0.9,2.7,14.5,15.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,DOG LAKE,36.6,0.14,0.012,40.0,5.0,0.3,3.1,15.4,8.7,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,DOG LAKE,34.8,0.17,0.033,38.0,5.0,1.2,1.7,13.8,22.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,MOUND POINT,31.9,0.11,0.027,51.0,5.0,0.6,0.0,7.2,19.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,RABBIT ISLAND,36.6,0.09,0.007,43.0,50.0,0.2,1.7,10.9,14.1,Liviano,Dulce (sweet) < 0.5%S
ARGENTINA,LA VENTANA-RIO VIEJAS,29.1,0.12,0.313,532.0,80.0,5.0,2.4,14.7,55.8,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 276),35.0,0.53,0.05,45.0,5.0,2.0,5.7,26.1,27.6,Liviano,Agrio (sour) ≥ 0.5%S
LOUISIANA,"DELTA, WEST (BLOCK 117)",36.4,0.24,0.041,41.0,5.0,1.5,5.2,26.9,19.4,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"DELTA, WEST (BLOCK 117)",35.2,0.27,0.041,44.0,5.0,1.6,3.7,23.6,22.0,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"STOCKHOLM, SOUTHEAST",45.2,0.04,0.022,35.0,5.0,0.3,12.8,35.6,24.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"ROPES, EAST",25.4,2.85,0.112,50.0,5.0,5.0,9.3,27.7,30.3,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"OWNBY, WEST",28.4,2.38,0.107,51.0,5.0,3.5,5.3,25.5,31.9,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"WASSON, NORTHEAST",29.3,2.05,0.095,42.0,10.0,4.4,10.9,31.9,27.4,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"WASSON, NORTHEAST",31.0,1.6,0.087,43.0,5.0,3.5,10.5,33.7,23.1,Mediano,Agrio (sour) ≥ 0.5%S
KUWAIT,KHAFJI,27.7,2.99,0.159,82.0,5.0,4.8,7.4,22.7,39.2,Mediano,Agrio (sour) ≥ 0.5%S
EGYPT,EL MORGAN,32.1,1.67,0.201,60.0,40.0,3.8,8.6,25.6,34.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,BLESSING,39.2,0.13,0.013,35.0,10.0,0.3,2.7,29.0,9.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FEDERAL (BLOCK 288),43.4,0.07,0.005,31.0,10.0,0.1,3.6,26.1,3.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FEDERAL (BLOCK 288),42.1,0.06,0.006,33.0,35.0,0.1,2.3,23.3,5.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FEDERAL (BLOCK 288),46.3,0.05,0.003,30.0,10.0,0.1,4.5,34.9,4.0,Liviano,Dulce (sweet) < 0.5%S
SUMATRA,DURI,19.7,0.17,0.336,1661.0,50.0,3.7,0.0,4.5,62.6,Pesado,Dulce (sweet) < 0.5%S
LOUISIANA,"BLACK BAY, SOUTHEAST",37.6,0.16,0.039,37.0,10.0,1.0,4.5,23.7,17.6,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,"ELWOOD, SOUTH",31.1,0.17,0.155,44.0,35.0,3.4,4.9,25.2,21.3,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,"CHEROKITA TREND (WAKITA, SW AREA)",36.2,0.34,0.092,45.0,5.0,2.6,8.2,29.4,27.0,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,GUADALUPE,10.9,4.11,0.649,0.0,70.0,8.1,0.0,6.2,57.3,Pesado,Agrio (sour) ≥ 0.5%S
IRAN,SASSAN,33.4,2.06,0.082,47.0,5.0,4.2,8.5,28.8,27.2,Liviano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,RAILROAD GAP,31.7,1.18,0.334,54.0,5.0,3.8,9.2,33.4,24.9,Liviano,Agrio (sour) ≥ 0.5%S
CALIFORNIA,RAILROAD GAP,11.0,1.6,0.797,0.0,75.0,9.2,0.0,0.0,73.3,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,RAILROAD GAP,33.6,0.44,0.251,44.0,5.0,2.9,7.0,35.5,24.9,Liviano,Dulce (sweet) < 0.5%S
CALIFORNIA,RAILROAD GAP,35.4,0.22,0.164,38.0,5.0,1.7,10.6,36.0,19.3,Liviano,Dulce (sweet) < 0.5%S
IRAN,DARIUS,33.2,2.44,0.089,47.0,5.0,4.6,10.8,30.6,29.2,Liviano,Agrio (sour) ≥ 0.5%S
VENEZUELA,MATA (EAST BLOCK),21.3,1.59,0.272,244.0,5.0,5.4,3.4,14.3,43.0,Pesado,Agrio (sour) ≥ 0.5%S
CALIFORNIA,HUNTINGTON BEACH,10.4,1.42,0.882,0.0,60.0,9.5,0.0,0.0,74.7,Pesado,Agrio (sour) ≥ 0.5%S
KANSAS,"ROSE, EAST",24.7,0.35,0.133,281.0,20.0,5.0,0.0,5.0,47.2,Mediano,Dulce (sweet) < 0.5%S
KANSAS,"ROSE, EAST",25.7,0.37,0.131,222.0,5.0,4.6,2.2,8.9,43.0,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,"SHONGALOO, NORTH-RED ROCK",64.5,0.01,0.0,32.0,5.0,0.0,28.6,85.4,6.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"SHONGALOO, NORTH-RED ROCK",60.8,0.01,0.0,32.0,5.0,0.0,24.9,78.2,10.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TAWAKANI,43.4,0.42,0.009,32.0,5.0,0.6,15.9,45.2,13.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"YANTIS, WEST",65.6,0.31,0.0,32.0,5.0,0.0,44.8,82.2,7.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EDGEWOOD,57.9,0.49,0.002,32.0,5.0,0.3,48.0,86.8,12.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BRYANS MILL,52.3,0.44,0.001,32.0,5.0,0.0,21.8,64.3,11.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FROST,47.6,0.3,0.004,32.0,5.0,0.2,18.1,48.9,8.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"CARBONDALE, NORTH",55.7,0.25,0.002,32.0,5.0,0.0,26.3,70.2,11.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,QUEEN CITY,53.5,0.46,0.001,32.0,5.0,0.0,22.9,68.7,10.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CARBONDALE,53.5,0.44,0.001,32.0,5.0,0.0,25.3,66.0,16.0,Liviano,Dulce (sweet) < 0.5%S
VENEZUELA,SINCO,23.5,1.38,0.284,181.0,10.0,5.9,3.7,16.8,39.9,Mediano,Agrio (sour) ≥ 0.5%S
VENEZUELA,SILVESTRE,26.1,1.17,0.261,102.0,5.0,5.3,6.2,21.8,37.6,Mediano,Agrio (sour) ≥ 0.5%S
VENEZUELA,GUARA (HEAVY),18.2,2.06,0.369,1052.0,20.0,6.5,2.0,11.2,53.3,Pesado,Agrio (sour) ≥ 0.5%S
VENEZUELA,GUARA (MEDIUM HEAVY),22.3,1.85,0.313,256.0,5.0,5.3,4.0,17.8,42.0,Mediano,Agrio (sour) ≥ 0.5%S
VENEZUELA,LA CEIBITA,39.2,0.41,0.055,35.0,45.0,1.4,15.9,43.5,17.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,BAY MARCHAND,26.1,0.28,0.113,94.0,5.0,2.6,1.8,12.0,38.8,Mediano,Dulce (sweet) < 0.5%S
KUWAIT,MAGWA-AHMADI,31.7,2.21,0.125,59.0,5.0,5.1,9.0,27.4,33.3,Liviano,Agrio (sour) ≥ 0.5%S
KUWAIT,RAUDHATAIN,32.8,2.13,0.102,51.0,5.0,4.6,9.0,28.2,30.9,Liviano,Agrio (sour) ≥ 0.5%S
KUWAIT,SABIRIYAH,32.1,1.82,0.096,51.0,5.0,4.5,6.6,27.0,33.1,Liviano,Agrio (sour) ≥ 0.5%S
KUWAIT,MINAGISH,33.2,2.12,0.115,52.0,5.0,3.9,8.7,27.2,27.7,Liviano,Agrio (sour) ≥ 0.5%S
ALABAMA,TOXEY,19.4,4.59,0.187,432.0,5.0,6.2,5.9,18.3,45.7,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,REILLY SPRINGS,60.2,0.35,0.002,32.0,5.0,0.0,38.7,80.2,11.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MONCRIEF,58.7,0.16,0.002,32.0,5.0,0.0,33.5,79.1,12.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"DUNBAR, SOUTHEAST",48.8,0.92,0.001,32.0,5.0,0.1,37.5,56.5,11.0,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,BIRTHRIGHT,50.4,0.6,0.01,32.0,5.0,0.5,26.6,61.6,9.4,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,GINGER,57.4,0.83,0.001,32.0,5.0,0.2,46.4,75.6,9.0,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,COMO,59.7,0.35,0.001,32.0,5.0,0.0,42.1,85.2,9.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BRANTLEY-KACKSON,38.8,0.87,0.027,32.0,5.0,1.6,12.9,37.6,18.9,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,NEW HOPE,56.9,0.43,0.001,32.0,5.0,0.0,33.3,82.1,11.2,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"HAYNESVILLE, EAST",58.4,0.05,0.001,32.0,5.0,0.0,17.4,82.0,12.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,UNNAMED,25.0,1.46,0.107,98.0,5.0,4.0,2.0,9.4,30.8,Mediano,Agrio (sour) ≥ 0.5%S
VENEZUELA,DACION,24.2,1.29,0.226,781.0,5.0,5.0,3.7,15.8,38.0,Mediano,Agrio (sour) ≥ 0.5%S
QATAR,MAYDAN-MAHZAN,38.2,1.48,0.039,39.0,5.0,2.1,11.8,35.6,19.7,Liviano,Agrio (sour) ≥ 0.5%S
QATAR,IDD-EL-SHARGI,32.8,1.99,0.069,42.0,10.0,3.8,8.4,28.4,27.9,Liviano,Agrio (sour) ≥ 0.5%S
SUMATRA,MINAS,32.5,0.13,0.105,82.0,75.0,2.9,2.3,15.4,41.0,Liviano,Dulce (sweet) < 0.5%S
