STCTNAME,FIELD_NAME,API_CRUDE,SRC,CRN,SU100,POUR_POINT,CAR_CR_WT,LT_GAS_VOL,GAS_NP_VOL,RESDUM_VOL,TIPO_CRUDO,CLASE_AZUFRE
KANSAS,HALL-GURNEY,39.0,0.35,0.0,42.0,0.0,2.9,10.7,32.9,23.9,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,38.8,0.36,0.0,42.0,0.0,2.8,10.0,32.9,23.3,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,36.8,0.48,0.0,47.0,0.0,3.5,10.0,31.5,24.4,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,38.8,0.41,0.0,42.0,0.0,3.1,11.0,34.3,23.4,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,34.0,0.45,0.0,51.0,0.0,3.6,5.6,26.4,27.5,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,38.4,0.43,0.0,45.0,0.0,2.7,10.7,33.6,22.9,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,39.8,0.33,0.0,42.0,0.0,2.5,10.8,35.1,20.3,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,38.4,0.41,0.0,43.0,0.0,2.9,10.4,33.8,23.2,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HALL-GURNEY,35.8,0.43,0.0,47.0,0.0,3.2,7.0,28.2,24.5,Liviano,Dulce (sweet) < 0.5%S
KANSAS,TRAPP,29.8,0.86,0.0,110.0,0.0,6.6,7.7,23.2,37.6,Mediano,Agrio (sour) ≥ 0.5%S
KANSAS,TRAPP,39.2,0.44,0.0,42.0,0.0,3.1,12.0,33.2,23.4,Liviano,Dulce (sweet) < 0.5%S
KANSAS,BLOOMER,43.4,0.3,0.0,37.0,0.0,2.2,15.6,40.0,18.8,Liviano,Dulce (sweet) < 0.5%S
KANSAS,BLOOMER,42.5,0.26,0.0,36.0,0.0,1.8,14.1,39.2,18.5,Liviano,Dulce (sweet) < 0.5%S
KANSAS,BLOOMER,28.9,0.93,0.0,110.0,0.0,7.0,9.1,20.1,38.7,Mediano,Agrio (sour) ≥ 0.5%S
KANSAS,ZENITH-PEACE CREEK,42.1,0.33,0.0,37.0,0.0,2.1,12.8,38.4,18.8,Liviano,Dulce (sweet) < 0.5%S
KANSAS,ZENITH-PEACE CREEK,41.9,0.28,0.0,37.0,0.0,2.0,12.5,37.7,18.0,Liviano,Dulce (sweet) < 0.5%S
KANSAS,GENESEO-EDWARDS,38.6,0.54,0.0,47.0,0.0,4.5,13.4,32.7,27.4,Liviano,Agrio (sour) ≥ 0.5%S
KANSAS,GENESEO-EDWARDS,39.4,0.53,0.0,40.0,0.0,4.1,13.3,34.0,26.4,Liviano,Agrio (sour) ≥ 0.5%S
KANSAS,STOLTENBERG,38.6,0.32,0.0,40.0,0.0,2.1,6.1,33.3,20.3,Liviano,Dulce (sweet) < 0.5%S
KANSAS,TRAPP,36.6,0.43,0.0,45.0,0.0,3.1,8.4,31.0,24.8,Liviano,Dulce (sweet) < 0.5%S
KANSAS,TRAPP,39.2,0.41,0.0,41.0,0.0,2.6,11.4,34.3,23.4,Liviano,Dulce (sweet) < 0.5%S
KANSAS,STOLTENBERG,44.3,0.27,0.0,36.0,0.0,1.6,17.6,43.9,16.9,Liviano,Dulce (sweet) < 0.5%S
KANSAS,ORTH,43.0,0.35,0.0,38.0,0.0,2.5,16.6,40.5,19.4,Liviano,Dulce (sweet) < 0.5%S
KANSAS,WELCH-BORNHOLDT,34.8,0.62,0.148,59.0,0.0,5.6,10.4,29.2,30.9,Liviano,Agrio (sour) ≥ 0.5%S
KANSAS,CHASE-SILICA,41.9,0.35,0.0,37.0,0.0,2.1,13.0,42.3,18.6,Liviano,Dulce (sweet) < 0.5%S
KANSAS,CHASE-SILICA,41.5,0.35,0.0,37.0,0.0,2.2,10.8,40.7,19.4,Liviano,Dulce (sweet) < 0.5%S
KANSAS,CHASE-SILICA,42.8,0.31,0.0,36.0,0.0,2.1,14.7,44.1,18.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BOWERS,42.5,0.16,0.0,36.0,0.0,1.0,13.1,38.4,19.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FARGO,40.9,0.12,0.0,38.0,0.0,1.3,10.6,35.4,19.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FARGO,41.7,0.1,0.0,38.0,0.0,1.1,9.2,34.5,18.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FARGO,42.5,0.1,0.0,37.0,0.0,1.0,9.7,34.7,16.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,54.9,0.1,0.0,32.0,0.0,0.0,23.0,71.4,4.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,49.7,0.1,0.0,32.0,0.0,0.0,10.8,55.6,1.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,55.9,0.1,0.0,32.0,0.0,0.0,22.7,77.1,3.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,OPELIKA,62.6,0.1,0.0,32.0,0.0,0.0,31.9,76.2,4.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,OPELIKA,57.4,0.1,0.0,32.0,0.0,0.0,22.0,63.5,3.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,NEW YORK CITY,46.3,0.1,0.0,35.0,0.0,0.4,16.2,45.1,11.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,NEW YORK CITY,46.3,0.1,0.0,33.0,0.0,0.4,16.9,45.6,11.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,ANTELOPE,44.1,0.1,0.0,34.0,0.0,0.7,14.3,40.6,14.0,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,LOCO HILLS,36.6,1.02,0.0,41.0,0.0,1.8,11.3,36.2,20.9,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,LOCO HILLS,37.8,1.09,0.0,38.0,0.0,1.8,13.3,37.2,19.2,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,TODD DEEP,40.0,0.15,0.0,39.0,0.0,0.7,9.8,33.5,22.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,WYATT,22.5,3.43,0.0,140.0,0.0,4.9,1.0,10.6,35.4,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,WYATT,27.8,2.23,0.0,65.0,0.0,3.0,2.4,18.4,30.3,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,ABELL,43.6,0.14,0.0,38.0,0.0,1.5,11.8,33.4,20.8,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"TECUMSEH,E",34.0,0.52,0.0,49.0,0.0,3.6,10.8,29.9,26.6,Liviano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,TECUMSEH LAKE,37.4,0.2,0.0,49.0,0.0,1.7,9.0,27.5,30.9,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,GUTHRIE,44.9,0.1,0.0,35.0,0.0,0.6,14.7,43.8,12.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,KMA,40.4,0.22,0.0,38.0,0.0,1.3,11.7,38.8,18.1,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,31.0,0.21,0.095,120.0,0.0,1.3,1.3,10.3,46.0,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,34.2,0.19,0.0,53.0,0.0,2.8,2.1,21.4,28.6,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,34.6,0.33,0.0,55.0,0.0,1.8,3.5,18.1,27.4,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,32.8,0.19,0.0,66.0,0.0,1.0,0.0,12.3,30.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,35.0,0.23,0.0,53.0,0.0,1.7,2.0,15.5,25.9,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,35.0,0.23,0.0,54.0,0.0,1.7,2.6,15.9,25.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,35.0,0.23,0.0,54.0,0.0,1.9,2.6,16.2,25.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,34.6,0.21,0.0,57.0,0.0,1.7,1.3,16.8,25.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,WALNUT BEND,37.4,0.37,0.0,49.0,0.0,2.3,9.5,28.6,29.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,OPELIKA,62.1,0.1,0.0,32.0,0.0,0.0,33.0,75.7,6.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,OPELIKA,61.8,0.1,0.0,32.0,0.0,0.0,31.8,75.2,6.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,OPELIKA,62.9,0.1,0.0,32.0,0.0,0.0,35.4,79.4,3.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,56.9,0.1,0.0,32.0,0.0,0.0,26.8,72.6,9.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,OPELIKA,62.9,0.1,0.0,32.0,0.0,0.0,33.5,77.3,4.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,52.3,0.1,0.0,32.0,0.0,0.0,14.5,56.1,10.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,58.7,0.1,0.0,32.0,0.0,0.0,27.3,76.0,3.8,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,EMPIRE-COMANCHE,27.8,0.63,0.0,135.0,0.0,4.5,2.2,11.6,36.5,Mediano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,EMPIRE-COMANCHE,38.6,0.34,0.0,42.0,0.0,2.5,8.8,34.4,19.6,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,EMPIRE-COMANCHE,34.0,0.36,0.0,51.0,0.0,2.7,5.5,26.4,25.9,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,EMPIRE-COMANCHE,39.8,0.33,0.0,41.0,0.0,2.1,11.2,35.7,22.5,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,EMPIRE-COMANCHE,33.8,0.39,0.0,51.0,0.0,2.6,6.2,26.0,25.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,EMPIRE-COMANCHE,29.5,0.46,0.0,90.0,0.0,3.2,1.7,12.4,34.7,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,EMPIRE-COMANCHE,34.2,0.37,0.0,50.0,0.0,2.5,5.8,25.7,25.3,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,APACHE,38.8,0.38,0.087,41.0,0.0,1.5,7.5,31.3,20.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,CEMENT,34.8,0.23,0.0,55.0,0.0,1.8,1.7,15.1,24.5,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,LISBON,55.2,0.1,0.0,32.0,0.0,0.0,22.5,56.7,5.2,Liviano,Dulce (sweet) < 0.5%S
ARKANSAS,SCHULER,38.4,0.93,0.0,40.0,0.0,1.8,11.4,32.7,23.7,Liviano,Agrio (sour) ≥ 0.5%S
ARKANSAS,BUCKNER,32.8,1.9,0.0,49.0,0.0,4.8,9.9,28.9,27.8,Liviano,Agrio (sour) ≥ 0.5%S
ARKANSAS,MAGNOLIA,38.8,0.89,0.0,38.0,0.0,1.5,10.0,34.1,22.4,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,GRAYBURG-JACKSON,37.2,0.95,0.0,38.0,0.0,2.0,12.1,36.7,19.8,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,HARDY,35.0,1.32,0.0,41.0,0.0,2.0,7.1,33.2,21.7,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,JALMAT,28.9,1.58,0.0,59.0,0.0,3.2,4.0,23.2,30.2,Mediano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,MALJAMAR,38.6,0.7,0.0,37.0,0.0,1.7,12.9,37.5,19.0,Liviano,Agrio (sour) ≥ 0.5%S
NEBRASKA,FALLS CITY,29.1,0.41,0.0,140.0,0.0,5.5,0.5,7.5,42.8,Mediano,Dulce (sweet) < 0.5%S
NEW MEXICO,EUNICE-MONUMENT,33.8,1.24,0.0,42.0,0.0,2.6,11.1,31.9,24.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,CONOCO-DRISCOLL,32.7,0.1,0.0,35.0,0.0,0.2,2.6,24.7,4.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HOFFMAN,26.8,0.14,0.0,48.0,0.0,0.8,0.6,10.0,16.0,Mediano,Dulce (sweet) < 0.5%S
TEXAS,LOCHRIDGE,27.3,0.13,0.0,50.0,0.0,0.9,2.1,10.6,19.3,Mediano,Dulce (sweet) < 0.5%S
TEXAS,O'HERN,28.2,0.1,0.0,40.0,0.0,0.3,0.0,10.7,7.8,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"BEAUMONT,W",27.1,0.18,0.0,75.0,0.0,1.0,0.0,2.9,25.8,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"RANCH,W",30.0,0.13,0.0,41.0,0.0,0.5,3.6,20.0,11.5,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,BLACK BAYOU,24.9,0.18,0.0,54.0,0.0,0.7,1.8,8.3,18.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,50.4,0.1,0.0,32.0,0.0,0.0,12.7,52.8,11.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,48.5,0.1,0.0,34.0,0.0,0.0,12.5,54.6,8.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,55.9,0.1,0.0,32.0,0.0,0.0,24.5,77.5,3.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,47.2,0.1,0.0,33.0,0.0,0.2,12.2,52.3,8.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,63.4,0.1,0.0,32.0,0.0,0.0,44.1,86.9,3.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,62.1,0.1,0.0,32.0,0.0,0.0,39.1,86.0,3.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,62.3,0.1,0.0,32.0,0.0,0.0,39.2,84.1,3.5,Liviano,Dulce (sweet) < 0.5%S
COLORADO,WILSON CREEK,49.4,0.11,0.0,33.0,0.0,0.6,19.6,47.6,10.3,Liviano,Dulce (sweet) < 0.5%S
ARKANSAS,MIDWAY,36.6,1.36,0.0,42.0,0.0,2.8,10.0,30.8,24.9,Liviano,Agrio (sour) ≥ 0.5%S
LOUISIANA,LOGANSPORT,55.2,0.1,0.0,32.0,0.0,0.0,17.3,71.3,4.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,51.3,0.0,0.0,0.0,0.0,0.1,14.7,55.6,6.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,58.2,0.0,0.0,0.0,0.0,0.0,25.5,77.1,3.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,51.8,0.0,0.0,0.0,0.0,0.0,14.1,52.2,10.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,62.3,0.0,0.0,0.0,0.0,0.0,37.6,86.0,2.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,62.1,0.0,0.0,0.0,0.0,0.0,38.6,84.8,3.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,62.9,0.0,0.0,0.0,0.0,0.0,42.0,87.1,3.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,55.7,0.0,0.0,0.0,0.0,0.0,19.0,69.5,6.3,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,COLINS,21.5,1.21,0.0,1150.0,0.0,6.0,0.0,0.6,55.2,Pesado,Agrio (sour) ≥ 0.5%S
OKLAHOMA,OSCAR,33.8,0.83,0.0,62.0,0.0,3.3,7.1,23.1,33.1,Liviano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,HEALDTON,33.6,0.77,0.15,58.0,0.0,2.7,6.9,23.2,31.5,Liviano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,OSCAR + HEALDTON,33.4,0.83,0.0,61.0,0.0,3.2,6.0,21.9,34.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,FARGO,42.1,0.1,0.0,37.0,0.0,1.2,9.8,35.3,17.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BURKBURNETT,37.4,0.46,0.0,40.0,0.0,2.1,7.3,34.0,20.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BURKBURNETT,40.4,0.23,0.0,38.0,0.0,1.6,9.9,35.2,19.0,Liviano,Dulce (sweet) < 0.5%S
KANSAS,BIG CREEK,38.2,0.18,0.0,42.0,0.0,1.8,9.1,29.8,23.1,Liviano,Dulce (sweet) < 0.5%S
KANSAS,WAYSIDE-HAVANA,31.7,0.44,0.0,78.0,0.0,3.1,6.7,22.3,37.4,Liviano,Dulce (sweet) < 0.5%S
NEBRASKA,DAWSON,29.3,0.33,0.0,165.0,0.0,7.0,1.3,11.2,43.0,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"WHITE POINT,E",38.6,0.1,0.0,33.0,0.0,0.3,11.3,39.9,6.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SHERIDAN,46.9,0.1,0.0,32.0,0.0,0.3,21.6,52.2,3.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LOLITA,33.8,0.15,0.0,38.0,0.0,0.6,5.3,24.5,9.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,ROWAN,41.7,0.1,0.0,34.0,0.0,0.5,8.6,35.2,9.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CLEAR LAKE,27.1,0.17,0.0,67.0,0.0,1.0,0.7,6.2,25.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,JAY WELDER,39.2,0.1,0.0,34.0,0.0,0.2,12.4,43.9,7.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"CONROE,W",32.7,0.13,0.0,50.0,0.0,1.5,2.0,16.1,21.6,Liviano,Dulce (sweet) < 0.5%S
ARKANSAS,"SCHULER,E",42.3,0.55,0.0,41.0,0.0,3.2,11.3,33.6,22.4,Liviano,Agrio (sour) ≥ 0.5%S
ARKANSAS,DORCHEAT-MACEDONIA,69.8,0.1,0.0,32.0,0.0,0.0,41.6,83.2,2.8,Liviano,Dulce (sweet) < 0.5%S
ARKANSAS,MT. HOLLY,41.7,0.74,0.0,36.0,0.0,1.2,13.1,39.9,18.9,Liviano,Agrio (sour) ≥ 0.5%S
ARKANSAS,SCHULER,46.3,0.28,0.0,37.0,0.0,0.9,10.7,32.4,18.9,Liviano,Dulce (sweet) < 0.5%S
ARKANSAS,MCKAMIE-PATTON,49.7,0.26,0.0,34.0,0.0,0.8,15.9,44.6,13.7,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,TANAROA,36.0,0.12,0.0,49.0,0.0,3.9,7.4,29.5,24.4,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,AKIN,33.4,0.14,0.0,52.0,0.0,3.3,1.9,24.9,28.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"GOVERNMENT WELLS,N",24.3,0.16,0.0,63.0,0.0,0.7,0.0,3.6,19.3,Mediano,Dulce (sweet) < 0.5%S
TEXAS,KOOPMAN,44.9,0.04,0.0,32.0,0.0,0.3,8.5,48.6,3.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BYRD,34.4,1.06,0.0,45.0,0.0,2.2,8.6,28.8,26.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,KILDARE,40.6,0.25,0.0,44.0,0.0,1.1,5.4,24.5,21.2,Liviano,Dulce (sweet) < 0.5%S
KANSAS,BAUM,40.2,0.38,0.0,41.0,0.0,3.5,13.4,34.8,24.7,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,BROOKSVILLE,32.8,0.43,0.0,59.0,0.0,3.7,7.5,23.9,32.6,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,PAULS VALLEY,44.1,0.11,0.0,37.0,0.0,0.8,14.6,38.1,21.4,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"NAVINA,W",42.5,0.1,0.0,38.0,0.0,0.8,11.5,36.0,20.3,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,JOHNSONVILLE,37.0,0.18,0.0,43.0,0.0,2.3,8.9,31.2,25.7,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,COIL,33.8,0.13,0.0,51.0,0.0,3.8,2.0,25.7,27.0,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,SAILOR SPRINGS CONS.,40.0,0.17,0.094,38.0,0.0,2.0,12.7,34.9,21.1,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,"ALBION,N",40.2,0.1,0.0,37.0,0.0,1.6,12.1,38.8,18.6,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,"CARMI,N",38.8,0.12,0.0,45.0,0.0,3.7,14.2,33.0,24.4,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,CONCORD,39.6,0.15,0.0,39.0,0.0,2.2,12.3,33.9,23.3,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,"WATCHORN,W",43.4,0.1,0.0,35.0,0.0,0.7,12.2,40.7,13.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,61.0,0.1,0.0,32.0,0.0,0.0,32.2,83.5,2.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,62.6,0.1,0.0,32.0,0.0,0.0,39.1,86.3,2.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,48.3,0.1,0.0,32.0,0.0,0.0,9.0,40.2,3.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,61.3,0.1,0.0,32.0,0.0,0.0,35.4,84.8,3.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRAPELAND,57.7,0.1,0.0,32.0,0.0,0.0,25.4,78.4,3.0,Liviano,Dulce (sweet) < 0.5%S
KANSAS,HENDERSON,41.3,0.17,0.0,37.0,0.0,1.8,14.2,41.2,19.6,Liviano,Dulce (sweet) < 0.5%S
KANSAS,ZOOK,39.0,0.27,0.0,41.0,0.0,2.6,4.6,35.9,21.2,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,WIMAN,29.3,0.3,0.0,87.0,0.0,4.1,1.5,18.1,37.6,Mediano,Dulce (sweet) < 0.5%S
TEXAS,ROOKE,39.2,0.1,0.0,33.0,0.0,2.6,5.9,36.1,4.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GARCIA,46.5,0.1,0.0,32.0,0.0,0.1,9.9,41.2,2.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FOSTORIA,40.0,0.1,0.0,37.0,0.0,0.4,5.6,26.7,13.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,ALDINE AREA,52.3,0.1,0.0,32.0,0.0,0.1,18.4,66.7,2.2,Liviano,Dulce (sweet) < 0.5%S
ARKANSAS,MAGNOLIA,40.9,0.9,0.0,37.0,0.0,1.6,12.2,35.3,20.9,Liviano,Agrio (sour) ≥ 0.5%S
KANSAS,HAFFERMAN,37.6,0.33,0.0,42.0,0.0,2.6,4.0,32.0,21.2,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,ZENORIA-LITTLE CREEK,33.8,0.11,0.0,54.0,0.0,1.5,2.3,18.2,23.7,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,TROUT CREEK,38.8,0.1,0.0,42.0,0.0,1.1,3.3,26.0,19.1,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,SUMMERVILLE,28.6,0.11,0.0,95.0,0.0,1.8,0.0,2.9,31.4,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,NEBO-HEMPHILL,43.2,0.1,0.0,37.0,0.0,0.7,11.2,38.2,15.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,ZENORIA-LITTLE CREEK,26.2,0.1,0.0,170.0,0.0,2.8,0.0,6.4,30.2,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,NEBO-HEMPHILL,39.0,0.1,0.0,41.0,0.0,0.6,2.5,24.3,18.4,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,DELTA FARMS,33.8,0.22,0.055,48.0,0.0,1.7,3.7,21.4,22.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PYOTE,22.3,1.62,0.0,260.0,0.0,4.2,0.8,7.6,43.7,Mediano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,ALLEN,31.0,0.62,0.0,73.0,0.0,4.4,5.9,23.3,33.8,Mediano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,ALLEN,34.4,0.2,0.0,53.0,0.0,2.1,4.8,24.4,30.2,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,ALLEN,29.3,0.27,0.0,88.0,0.0,3.3,2.4,15.6,37.9,Mediano,Dulce (sweet) < 0.5%S
OKLAHOMA,ALLEN,29.8,0.24,0.152,80.0,0.0,3.2,2.9,16.4,36.6,Mediano,Dulce (sweet) < 0.5%S
AUSTRALIA,LAKES ENTRANCE,15.7,0.38,0.0,490.0,0.0,4.6,0.0,0.0,31.5,Pesado,Dulce (sweet) < 0.5%S
ILLINOIS,MT. CARMEL,35.4,0.2,0.0,45.0,0.0,3.5,9.2,30.7,27.2,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,MT. CARMEL,37.0,0.17,0.0,44.0,0.0,2.7,9.3,31.4,24.4,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,BONPAS,37.4,0.33,0.0,46.0,0.0,1.5,10.4,31.5,27.4,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,BONPAS,37.6,0.34,0.0,45.0,0.0,1.4,10.3,31.6,26.9,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,BONPAS,37.6,0.34,0.0,45.0,0.0,1.4,9.4,30.7,29.0,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,ST. LOUIS,43.8,0.1,0.0,38.0,0.0,0.7,12.9,36.9,20.5,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,ST. LOUIS,30.2,0.54,0.0,72.0,0.0,4.1,4.0,21.4,33.1,Mediano,Agrio (sour) ≥ 0.5%S
ILLINOIS,SUNRISE,38.0,0.26,0.0,42.0,0.0,3.0,11.2,31.9,23.9,Liviano,Dulce (sweet) < 0.5%S
KANSAS,"OTIS-ALBERT,E",33.8,0.39,0.0,56.0,0.0,3.4,4.9,23.0,27.8,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,QUARANTINE BAY,35.8,0.12,0.0,44.0,0.0,1.0,3.7,18.6,18.2,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,LAKE SALVADOR,35.8,0.13,0.0,46.0,0.0,0.8,2.3,14.8,18.9,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,ST. GABRIEL,34.8,0.17,0.0,46.0,0.0,2.2,8.1,26.7,25.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,ST. GABRIEL,30.6,0.18,0.0,56.0,0.0,2.3,7.2,19.5,26.0,Mediano,Dulce (sweet) < 0.5%S
